Company,TypeName,Inches,Ram,OpSys,Weight,SSD,HDD,Flash,Hybrid,Cpu_Brand,Cpu_Model,Cpu_ClockSpeed,Gpu_Brand,Gpu_Series,Gpu_Model,ScreenType,ScreenWidth,Touchscreen,Price
Lenovo,Notebook,14.0,4,Windows,1.87,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,41824.8
Lenovo,Notebook,15.6,4,No OS,2.15,0,1024,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,24634.008
HP,Notebook,15.6,4,Windows,1.86,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,21152.16
Lenovo,Notebook,15.6,8,Windows,1.99,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,92121.12
Lenovo,Notebook,15.6,4,Windows,2.2,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,26586.72
Dell,Notebook,15.6,8,Windows,1.9,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,59513.2272
Dell,Gaming,17.3,16,Windows,4.42,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,143802.72
HP,Notebook,17.3,8,Windows,2.65,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1600,False,28992.312
HP,Notebook,17.3,8,Windows,2.63,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,930MX,Standard Display,1920,False,68198.4
Asus,Notebook,15.6,4,Linux,2.0,0,500,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,11934.72
Mediacom,Notebook,13.3,4,Windows,1.35,0,0,32,0,Intel,Other,1.44,Intel,HD,Graphics,IPS Display,1920,False,13586.4
Lenovo,Notebook,17.3,6,Windows,2.8,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Other,1600,False,50562.72
HP,Notebook,15.6,6,Windows,1.91,128,0,0,0,AMD,Other,2.5,AMD,Radeon,530,IPS Display,1920,False,30310.992
Dell,Notebook,15.6,4,Windows,2.18,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,Other,1366,False,32921.712
Acer,2 in 1 Convertible,11.6,4,Windows,1.25,0,0,32,0,Intel,Celeron Dual Core,2.0,Intel,HD,Graphics 500,IPS Display,1920,True,18594.72
Lenovo,Notebook,15.6,4,Windows,2.05,128,0,0,0,Intel,Core i3,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,33566.4
HP,Ultrabook,13.3,16,Windows,1.16,512,0,0,0,Intel,Other,1.2,Intel,HD,Graphics 515,IPS Display,3200,True,104695.2
Lenovo,Notebook,17.3,8,Windows,3.4,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,IPS Display,1920,False,159786.72
Asus,Notebook,15.6,8,Windows,2.5,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,44701.92
Dell,Ultrabook,13.3,8,Windows,1.21,128,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,3840,True,85194.72
Dell,Notebook,15.6,4,Windows,1.93,0,500,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Other,1366,False,51095.52
Fujitsu,Notebook,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,39373.92
Lenovo,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Standard Display,1920,False,18328.32
Lenovo,Notebook,14.0,4,Windows,2.02,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,52747.2
HP,Workstation,17.3,8,Windows,3.14,0,500,0,0,Intel,Core i5,2.8,Nvidia,Quadro,Other,Other,1600,False,99153.5472
HP,Notebook,14.0,8,Windows,1.94,0,2048,0,0,Intel,Other,1.6,Intel,HD,Other,Other,1366,False,20725.92
HP,Notebook,15.6,6,Windows,1.95,256,0,0,0,AMD,Other,3.0,AMD,Radeon,530,IPS Display,1920,False,34578.72
Lenovo,Notebook,15.6,8,Windows,2.3,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,44222.4
Lenovo,Notebook,15.6,4,Windows,2.05,0,500,0,0,Intel,Core i5,1.6,Intel,HD,Graphics 620,Standard Display,1920,False,36496.8
Mediacom,Notebook,14.0,4,Windows,1.4,32,0,0,0,Intel,Other,1.44,Intel,HD,Graphics,Standard Display,1920,False,13266.72
Toshiba,Ultrabook,14.0,16,Windows,1.24,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,True,99367.2
Lenovo,Gaming,17.3,32,Windows,4.6,256,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,141884.63999999998
MSI,Gaming,17.3,16,Windows,4.14,512,1024,0,0,Intel,Core i7,2.9,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,145401.12
Dell,Notebook,15.6,8,Linux,2.2,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,R5 M430,Standard Display,1920,False,39907.2528
Mediacom,Notebook,14.0,4,Windows,1.45,32,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 500,IPS Display,1920,False,20725.92
Dell,Notebook,15.6,8,Windows,1.9,0,500,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Other,1366,False,53733.94559999999
HP,Notebook,13.3,4,Windows,1.49,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Standard Display,1920,False,38308.32
Dell,Notebook,15.6,16,Windows,1.93,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,930MX,Standard Display,1920,False,81912.13919999999
Dell,Netbook,11.6,4,Chrome OS,1.26,0,0,16,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,15717.6
MSI,Gaming,17.3,16,Windows,4.5,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,GTX 980M,Standard Display,1920,False,125154.72
HP,Gaming,17.3,16,Windows,3.78,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,79813.44
Lenovo,Ultrabook,14.0,12,Windows,1.4,256,0,0,0,Intel,Core i7,2.6,Intel,HD,Graphics 520,IPS Display,1920,False,89137.44
Lenovo,Notebook,15.6,12,Windows,2.2,0,1024,0,0,Intel,Core i7,1.8,Intel,HD,Graphics 620,Touchscreen Display,1366,True,32447.52
Asus,Gaming,17.3,8,Windows,2.73,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,94305.6
Asus,2 in 1 Convertible,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 520,Touchscreen Display,1366,True,39373.92
Lenovo,Notebook,15.6,12,Windows,2.2,512,0,0,0,AMD,Other,3.6,AMD,Radeon,530,Standard Display,1920,False,50562.72
Dell,2 in 1 Convertible,11.6,4,Windows,1.39,128,0,0,0,Intel,Other,1.0,Intel,HD,Graphics 615,Touchscreen Display,1366,True,32127.84
Samsung,Notebook,15.6,16,Windows,2.5,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,90522.72
Lenovo,Notebook,17.3,4,No OS,2.8,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,28185.12
Lenovo,Notebook,15.6,8,Windows,2.29,0,1024,0,0,Intel,Core i3,2.3,Intel,HD,Graphics 520,Other,1366,False,24455.52
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,107892.0
Lenovo,Notebook,14.0,8,Windows,1.7,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Other,IPS Display,1920,False,78534.72
Dell,2 in 1 Convertible,12.5,8,Windows,1.34,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,88977.59999999999
Dell,Workstation,15.6,8,Windows,2.06,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,True,93932.64
HP,Notebook,15.6,8,Windows,1.84,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,64948.32
HP,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Other,1366,False,35616.6144
Acer,Notebook,14.0,4,Windows,1.6,0,0,32,0,Intel,Other,1.1,Intel,HD,Graphics 500,Standard Display,1920,False,17529.12
MSI,Gaming,17.3,16,Windows,4.14,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,Standard Display,1920,False,117162.72
Dell,Notebook,15.6,4,Linux,2.18,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,Other,1366,False,24775.2
MSI,Gaming,15.6,16,Windows,1.8,256,2048,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,3840,False,122490.72
Toshiba,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,IPS Display,1920,False,74538.72
Lenovo,Notebook,15.6,6,Windows,2.4,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,30049.92
Lenovo,2 in 1 Convertible,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Other,IPS Display,1920,True,69210.72
Acer,Notebook,14.0,4,Windows,1.6,0,0,128,0,Intel,Other,1.6,Intel,HD,Other,Other,1366,False,18594.72
Lenovo,Notebook,15.6,32,Windows,2.5,1024,0,0,0,Intel,Other,3.1,Nvidia,Quadro,Other,IPS Display,3840,False,261018.72
Dell,Gaming,15.6,16,Windows,2.59,0,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,Other,Standard Display,1920,False,46833.6528
Dell,Notebook,15.6,4,Linux,2.18,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,23650.992
Dell,Notebook,15.6,4,Linux,2.25,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,19127.52
Dell,Notebook,15.6,4,Linux,1.93,0,500,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Other,1366,False,46300.32
Asus,Gaming,17.3,8,Windows,3.0,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,62231.04
Dell,Notebook,15.6,4,Linux,2.18,128,0,0,0,Intel,Core i5,2.5,AMD,Radeon,Other,Standard Display,1920,False,30316.32
HP,Ultrabook,15.6,8,Windows,1.84,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,74005.92
MSI,Gaming,15.6,16,Windows,2.94,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,120831.5808
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,0,0,32,0,Intel,Other,1.6,Intel,HD,Graphics 400,IPS Display,1366,True,20193.12
HP,Notebook,14.0,8,Windows,2.31,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Other,1366,False,59886.72
Lenovo,Notebook,14.0,8,Windows,1.65,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,78055.2
Dell,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,41345.28
Fujitsu,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,42570.72
HP,Notebook,15.6,4,Windows,1.88,0,500,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,49656.96
Lenovo,Notebook,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,920MX,Standard Display,1920,False,47898.72
Mediacom,Notebook,14.0,2,Windows,1.4,0,0,32,0,Intel,Other,1.44,Intel,HD,Graphics,Standard Display,1920,False,12733.92
Lenovo,Notebook,15.6,4,No OS,2.2,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,24935.04
Asus,2 in 1 Convertible,13.3,6,Windows,1.5,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,34046.4528
Dell,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,96969.6
Asus,Ultrabook,14.0,16,Windows,1.1,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,101232.0
Dell,Gaming,15.6,16,Windows,2.62,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,78801.12
Lenovo,Notebook,15.6,4,Windows,1.8,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,44169.12
Lenovo,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Core i3,2.0,Nvidia,GeForce,920MX,Standard Display,1920,False,30849.12
Asus,Notebook,15.6,8,Windows,2.0,0,1024,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,21258.72
Asus,Notebook,15.6,8,Windows,1.99,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,48304.7136
Dell,Ultrabook,13.3,8,Windows,1.23,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Touchscreen Display,3200,True,99580.32
Lenovo,Notebook,14.0,2,Windows,1.42,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,13266.72
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,93635.3376
Dell,Notebook,15.6,16,Windows,2.06,1024,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Touchscreen Display,3840,True,127818.72
Lenovo,Gaming,15.6,8,Windows,2.5,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,IPS Display,1920,False,59087.52
HP,Notebook,17.0,8,Windows,2.6,0,1024,0,0,AMD,Other,3.0,AMD,Radeon,R5,Other,1600,False,27753.552
Lenovo,Ultrabook,14.0,16,Windows,1.14,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,130536.0
Asus,Gaming,15.6,8,No OS,2.5,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,IPS Display,1920,False,62284.32
Acer,Notebook,15.6,4,Windows,2.4,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,23976.0
Lenovo,Notebook,14.0,4,Windows,1.43,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics,Other,1366,False,14598.72
Acer,Ultrabook,14.0,8,Windows,1.8,256,0,0,0,Intel,Core i5,2.5,Intel,Graphics,Other,IPS Display,1920,False,48964.32
Razer,Gaming,14.0,16,Windows,1.95,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,138474.72
Toshiba,Notebook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,64628.64
Lenovo,Ultrabook,12.5,8,Windows,1.36,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,84395.52
Asus,Gaming,17.3,32,Windows,3.8,512,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,IPS Display,1920,False,149130.72
Acer,Gaming,15.6,8,Linux,2.4,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,37775.52
Dell,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,False,77250.672
MSI,Gaming,15.6,8,Windows,2.2,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,63499.10399999999
HP,Notebook,15.6,4,No OS,1.86,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,19441.872
Toshiba,Notebook,15.6,8,Windows,2.0,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,56689.92
Dell,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,48964.32
Dell,Notebook,15.6,16,Windows,2.2,256,2048,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,60472.8
Lenovo,Gaming,15.6,8,Windows,3.31,128,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,Other,IPS Display,1920,False,63722.88
Dell,Gaming,17.3,32,Windows,4.42,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,3840,False,167691.8736
Dell,Notebook,14.0,8,Windows,1.56,256,0,0,0,Intel,Core i5,2.4,Intel,HD,Graphics 520,Standard Display,1920,False,65481.12
Lenovo,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,22324.32
Lenovo,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,28504.8
HP,Notebook,15.6,6,Windows,2.04,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,R5 M430,Other,1920,False,28717.92
MSI,Gaming,17.3,8,Windows,2.7,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,79215.1056
Toshiba,Notebook,15.6,4,Windows,2.1,128,0,0,0,Intel,Core i3,2.1,Intel,HD,Graphics 520,Other,1366,False,26533.44
Dell,Notebook,15.6,8,Windows,2.06,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,50882.4
HP,Notebook,15.6,8,Windows,2.1,0,1024,0,0,Intel,Core i7,2.7,AMD,Radeon,530,Standard Display,1920,False,39693.6
Toshiba,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,67026.23999999999
Acer,Notebook,15.6,4,Linux,2.1,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,21951.36
Microsoft,Ultrabook,13.5,8,Windows,1.252,256,0,0,0,Intel,Core i7,2.8,Intel,Iris,Other,Touchscreen Display,2256,True,99519.048
Lenovo,Notebook,15.6,8,Windows,1.9,128,1024,0,0,Intel,Core i5,2.5,AMD,Radeon,R5 M430,Standard Display,1920,False,43580.376
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.3,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,True,55091.52
Lenovo,Notebook,15.6,4,Windows,2.2,128,0,0,0,AMD,Other,2.2,AMD,Radeon,Other,Other,1366,False,18594.72
HP,2 in 1 Convertible,14.0,4,Windows,1.63,128,0,0,0,Intel,Core i3,2.4,Nvidia,GeForce,940MX,IPS Display,1920,True,37242.72
MSI,Gaming,15.6,16,Windows,2.4,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,68944.31999999999
Asus,Ultrabook,14.0,8,Windows,1.1,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,60472.8
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,0,0,64,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Touchscreen Display,1366,True,26373.6
LG,Ultrabook,15.6,8,Windows,1.09,512,0,0,0,Intel,Core i7,1.8,Intel,HD,Graphics 620,IPS Display,1920,False,122490.72
Acer,Gaming,15.6,16,Windows,2.5,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,69210.72
MSI,Gaming,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,53168.112
Asus,Notebook,15.6,4,Windows,1.86,128,0,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,22324.32
Dell,Gaming,15.6,16,Windows,3.21,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,109277.28
HP,Notebook,17.3,4,Windows,2.5,256,0,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,IPS Display,1920,False,37242.72
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.19,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,1920,True,79866.72
Dell,Gaming,15.6,16,Windows,3.49,256,1024,0,0,Intel,Core i7,2.9,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,149916.6
HP,Notebook,15.6,4,Windows,1.86,0,500,0,0,Intel,Core i5,2.5,AMD,Radeon,520,Other,1366,False,32639.8608
Dell,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,R5 M430,Other,1366,False,29073.297599999994
HP,Notebook,17.3,6,Windows,2.65,0,2048,0,0,AMD,Other,2.4,AMD,Radeon,Other,IPS Display,1920,False,30316.32
Lenovo,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Other,Other,1366,False,16943.04
Acer,Notebook,14.0,4,Chrome OS,1.45,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Other,Other,1366,False,19980.0
Lenovo,Notebook,14.0,4,Windows,1.7,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,37242.72
HP,Workstation,17.3,8,Windows,3.14,0,500,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,101657.7072
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.42,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Touchscreen Display,2560,True,137995.19999999998
Toshiba,Notebook,13.3,8,Windows,1.5,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,51841.44
Acer,Netbook,11.6,4,Windows,1.4,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics,Other,1366,False,14332.32
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.38,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,True,93186.72
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,0,0,64,0,Intel,Other,0.9,Intel,HD,Graphics 515,Standard Display,1920,True,35644.32
Toshiba,Ultrabook,13.3,16,Windows,1.36,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,True,100006.56
HP,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Core i7,2.7,AMD,Radeon,530,IPS Display,1920,False,36709.92
Dell,Gaming,15.6,8,Windows,2.56,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,43636.32
Lenovo,Notebook,15.6,4,Windows,2.2,256,0,0,0,AMD,Other,2.9,AMD,Radeon,530,Standard Display,1920,False,21258.72
Lenovo,Notebook,15.6,8,Windows,2.2,0,1024,0,0,AMD,Other,3.6,AMD,Radeon,Other,Other,1366,False,22857.12
Lenovo,Notebook,15.6,4,Windows,2.1,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,33110.856
Lenovo,Notebook,15.6,4,No OS,1.9,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,23976.0
Dell,Notebook,15.6,8,Windows,2.18,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,42357.6
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,True,53226.72
Lenovo,Workstation,15.6,16,Windows,2.18,512,0,0,0,Intel,Core i7,2.5,Nvidia,Quadro,Other,Standard Display,1920,False,98834.4
Lenovo,Notebook,14.0,8,Windows,1.8,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,63456.48
HP,Notebook,17.3,6,Windows,2.71,0,2048,0,0,AMD,Other,2.5,AMD,Radeon,530,IPS Display,1920,False,34898.932799999995
Lenovo,Gaming,15.6,8,Windows,2.5,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,IPS Display,1920,False,66546.72
Dell,Notebook,14.0,8,Linux,1.64,256,0,0,0,Intel,Core i5,2.8,Nvidia,GeForce,930MX,Standard Display,1920,False,58021.92
Dell,Notebook,15.6,8,Linux,1.98,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,38681.28
Asus,Notebook,14.0,4,Windows,1.5,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Standard Display,1920,False,15877.44
Dell,Notebook,15.6,16,Windows,1.93,512,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,76012.44480000001
Lenovo,Notebook,14.0,8,Windows,1.87,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,920MX,IPS Display,1920,False,45664.6896
Dell,Notebook,15.6,8,Windows,1.9,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,62817.12
Lenovo,Notebook,15.6,4,Windows,2.19,0,500,0,0,AMD,Other,2.0,AMD,Radeon,Other,Other,1366,False,15877.44
Mediacom,Notebook,14.0,4,Windows,1.4,0,32,0,0,Intel,Other,1.92,Intel,HD,Graphics 400,IPS Display,1920,False,14119.2
HP,Notebook,17.3,8,Windows,2.63,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,930MX,Standard Display,1920,False,63936.0
Lenovo,Ultrabook,14.0,8,Windows,1.17,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,IPS Display,2560,False,89864.1792
HP,2 in 1 Convertible,13.3,8,Windows,1.58,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1366,True,44574.048
Lenovo,Ultrabook,14.0,8,Windows,1.32,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,79866.72
Dell,Gaming,17.3,32,Windows,4.36,1024,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,3840,False,194972.832
MSI,Gaming,17.3,8,Windows,2.7,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,71847.0144
Lenovo,Notebook,15.6,4,No OS,1.9,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,26101.872
Dell,Notebook,15.6,8,Windows,2.2,128,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,38308.32
Dell,2 in 1 Convertible,13.3,4,Windows,1.71,0,1024,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Standard Display,1920,True,34578.72
